Weights,Return,Risk,SharpeRatio,VaR_95
[0.25904485 0.12097182 0.09042312 0.52956021],0.24354539948323767,0.26014101957627694,0.8977646042275118,0.24354539948323767
[0.41003411 0.2922392  0.26221479 0.0355119 ],0.227037087126841,0.23517087827889274,0.9228910004301357,0.227037087126841
[0.25910976 0.24997631 0.25343203 0.23748191],0.22588665426085694,0.23641607154933153,0.9131640368019953,0.22588665426085694
[0.05094878 0.40854988 0.22017255 0.32032878],0.21792066468068794,0.24309781300550218,0.8552963192473555,0.21792066468068794
[0.41866519 0.09046861 0.19767458 0.29319162],0.2398175702416131,0.2443827480981691,0.940400138839976,0.2398175702416131
[0.28618516 0.30738925 0.25561677 0.15080882],0.22419542092772904,0.23347796570349125,0.9174117149870563,0.22419542092772904
[0.03744559 0.31400851 0.07170986 0.57683604],0.23284777749621316,0.2660972723409174,0.8374673499497806,0.23284777749621316
[0.4880893  0.07223608 0.19296676 0.24670787],0.2424358053536417,0.24510135798395294,0.9483252449742018,0.2424358053536417
[0.33556134 0.45645505 0.20657279 0.00141082],0.2236519894936053,0.23454814822144768,0.9109088735669174,0.2236519894936053
[0.29808736 0.4275051  0.12988844 0.14451909],0.22993459073216618,0.23463134785967987,0.9373623462441045,0.22993459073216618
[0.37888854 0.16788019 0.04061924 0.41261203],0.24844697680023195,0.25126682693570823,0.9489791378678232,0.24844697680023195
[0.06639753 0.28505265 0.41776964 0.23078017],0.20725026570437047,0.24007592315330653,0.8216161917178647,0.20725026570437047
[0.27967551 0.32963233 0.11374929 0.27694286],0.2344253330379094,0.23872134876819542,0.940114213479215,0.2344253330379094
[0.30213372 0.07225207 0.39133591 0.23427829],0.22256615738401575,0.2409301811629562,0.882272849163069,0.22256615738401575
[0.31081483 0.36722063 0.12425793 0.19770661],0.23290449291391996,0.23581992384438138,0.9452318077289161,0.23290449291391996
[0.35919043 0.30825821 0.28466849 0.04788287],0.2235198181458992,0.23371355457318896,0.9135962119776584,0.2235198181458992
[0.19213839 0.17599388 0.45597624 0.17589149],0.21112420424939476,0.23778863274638035,0.8458108443893069,0.21112420424939476
[0.49430406 0.20183932 0.15971357 0.14414304],0.24039187555524194,0.24026221883022505,0.9589184544992579,0.24039187555524194
[0.43998017 0.03874898 0.1729155  0.34835535],0.24417425820888952,0.24964244341998137,0.9380386403882883,0.24417425820888952
[0.22181472 0.34967647 0.27953915 0.14896967],0.21928135704411814,0.2331756392601095,0.8975266786367118,0.21928135704411814
[0.12281561 0.00753057 0.46150072 0.4081531 ],0.21537311987007288,0.25606265465563505,0.8020424538137675,0.21537311987007288
[0.19776512 0.44366485 0.31715645 0.04141358],0.2122786421131867,0.23293711038444148,0.8683830660530828,0.2122786421131867
[0.23424672 0.23624021 0.19673488 0.33277819],0.23031142775558058,0.24154529213360373,0.912091582533191,0.23031142775558058
[0.26188002 0.21410217 0.2957323  0.22828551],0.22394051462063372,0.23660164433459452,0.9042224335435549,0.22394051462063372
[0.19084698 0.24676272 0.38010741 0.1822829 ],0.2144594065621252,0.2356162966309094,0.8677642823764811,0.2144594065621252
[0.04082921 0.13461615 0.37801634 0.44653829],0.21539484007110343,0.2563835044120382,0.8011234597254351,0.21539484007110343
[0.141141   0.09960078 0.26251294 0.49674528],0.22808344721527782,0.2578624862363651,0.845735455351871,0.22808344721527782
[0.22306578 0.25631565 0.13729817 0.3833204 ],0.23400696293779533,0.2451259354343426,0.9138443981493585,0.23400696293779533
[0.08320345 0.50138481 0.17658243 0.2388293 ],0.21864647531460138,0.23910277631058946,0.8726225539245684,0.21864647531460138
[0.38145954 0.03156102 0.2666317  0.32034774],0.2357174502322315,0.24645042986996335,0.9158736316724164,0.2357174502322315
[0.33895267 0.30673157 0.05280357 0.3015122 ],0.24142826575211657,0.24177786441770932,0.9571937708585588,0.24142826575211657
[0.42011559 0.06290649 0.16925723 0.34772069],0.24311735004064236,0.24838830044313842,0.9385198482567341,0.24311735004064236
[0.29739513 0.2351614  0.33024124 0.13720223],0.2212369031545202,0.23413998234449307,0.9021821093491187,0.2212369031545202
[0.4243561  0.29138614 0.22741582 0.05684194],0.23014051307534708,0.23564038570670148,0.9342223422998174,0.23014051307534708
[0.13340543 0.37107404 0.08902817 0.40649237],0.23153196817704652,0.24781022546697434,0.8939581397805155,0.23153196817704652
[0.01433879 0.12666231 0.48880188 0.37019702],0.2063428088970009,0.2539059115888017,0.7732896318498337,0.2063428088970009
[0.69257246 0.17929279 0.12016793 0.00796681],0.24883455164792162,0.25276327116092273,0.9448942108992832,0.24883455164792162
[0.24490277 0.31874192 0.28641627 0.14993903],0.2204085066702706,0.23325816834818533,0.902041322540924,0.2204085066702706
[0.01483549 0.42517303 0.27384622 0.28614526],0.2122487370107372,0.24259061913300317,0.8337038659349476,0.2122487370107372
[0.00094258 0.18952771 0.55847149 0.25105823],0.19820509798376068,0.24819200967545268,0.7583044201538411,0.19820509798376068
[0.34037249 0.14812624 0.46772797 0.0437733 ],0.2145823043747438,0.23723021293730956,0.8623787916457618,0.2145823043747438
[0.40136705 0.28988218 0.25151933 0.05723145],0.22777317164850486,0.23484689987040178,0.927298473042144,0.22777317164850486
[0.14749351 0.36755498 0.18671844 0.29823307],0.22426694501135658,0.2396094427362509,0.8942341443830744,0.22426694501135658
[0.04053158 0.1468966  0.29886566 0.51370616],0.22118250545782975,0.2612966600744369,0.8082097390669636,0.22118250545782975
[0.29959179 0.50255463 0.17546627 0.02238731],0.2235840044399813,0.2346008262236553,0.9104145449017399,0.2235840044399813
[0.09207205 0.25057932 0.28001281 0.37733583],0.2199883716389625,0.24638510126383412,0.8522770677359373,0.2199883716389625
[0.10779407 0.04872178 0.27307755 0.5704066 ],0.2283835989558989,0.2673552969209758,0.816829146349205,0.2283835989558989
[0.06474348 0.16841885 0.03602429 0.73081337],0.24168661763575466,0.2855102435965611,0.8114826799809619,0.24168661763575466
[0.40120314 0.2177897  0.25070937 0.13029779],0.23050918725309572,0.23593815702768073,0.9346058731281228,0.23050918725309572
[0.28722851 0.31533104 0.31318227 0.08425818],0.219378544679579,0.23271466086384657,0.8997221915557752,0.219378544679579
[0.53773371 0.13986402 0.1708516  0.15155067],0.24279460833926167,0.2432513592851756,0.9570125693166015,0.24279460833926167
[0.32620495 0.10982317 0.29247447 0.27149741],0.22952262760123826,0.24092666032506838,0.9111595508153771,0.22952262760123826
[0.3664269  0.2976994  0.08812433 0.24774936],0.23959559723263832,0.23921742119479383,0.9597779128539283,0.23959559723263832
[0.24762036 0.46708383 0.26602897 0.01926683],0.2165740385266028,0.23318119721178934,0.8858949220463076,0.2165740385266028
[0.03662009 0.45809222 0.18428843 0.32099926],0.21859149270876121,0.24401047436557918,0.8548464702226148,0.21859149270876121
[0.20235478 0.20002974 0.17353014 0.42408535],0.23276666818457034,0.24875413221159115,0.8955295182597578,0.23276666818457034
[0.38239097 0.17715401 0.42933946 0.01111556],0.21748638550819555,0.2370497677474161,0.8752861792688139,0.21748638550819555
[0.01313781 0.46289017 0.25617562 0.2677964 ],0.21220582489077383,0.24194666446069396,0.8357454538234548,0.21220582489077383
[0.22965995 0.23052988 0.25798694 0.28182323],0.22558284334012454,0.2386791316516928,0.9032328961826753,0.22558284334012454
[0.3448883  0.31648207 0.27032309 0.06830655],0.22402399018635247,0.23336070223867883,0.9171380962311769,0.22402399018635247
[0.07406313 0.21964848 0.6540861  0.05220228],0.1911902114407972,0.24361875486009268,0.7437449203976622,0.1911902114407972
[0.17364452 0.04985363 0.33098652 0.44551533],0.2252577252824734,0.2546169575303183,0.8454178675701195,0.2252577252824734
[4.28873461e-01 1.33739591e-01 2.34054662e-04 4.37152893e-01],0.2540333969487114,0.25586093711052077,0.953773560374711,0.2540333969487114
[0.22139927 0.59009914 0.18306161 0.00543998],0.2179669263421791,0.23595025663233163,0.881401568747783,0.2179669263421791
[0.11365536 0.7532998  0.01920986 0.11383497],0.2224120699730721,0.24444072847140633,0.8689716779252652,0.2224120699730721
[0.13156442 0.31402223 0.28758018 0.26683318],0.21792905196076517,0.23836823829494244,0.8723018362181556,0.21792905196076517
[0.20322582 0.45537431 0.17577978 0.16562009],0.22313142412193795,0.23444193763336618,0.9091011031279103,0.22313142412193795
[0.1743103  0.25597799 0.18359072 0.38612099],0.22926154697178458,0.24537291460922497,0.893584963609269,0.22926154697178458
[0.2398419  0.14026395 0.30083983 0.31905432],0.22577944317667542,0.24239647595247904,0.8901921627729366,0.22577944317667542
[0.18466647 0.41972934 0.36782077 0.02778343],0.20887010319429425,0.23331986004260588,0.8523496592102324,0.20887010319429425
[0.24171052 0.08059962 0.55318559 0.12450427],0.20810950791013264,0.24096627393659045,0.8221462060797128,0.20810950791013264
[0.10312113 0.29260666 0.33211837 0.27215384],0.21456377646817681,0.23969889602893055,0.8534197689566618,0.21456377646817681
[0.04579974 0.1511184  0.58408505 0.21899681],0.19862236833909613,0.2466993717095722,0.7645839023909333,0.19862236833909613
[0.27808727 0.24218729 0.11253036 0.36719508],0.23773125964394104,0.24449162956134668,0.9314480829160647,0.23773125964394104
[0.04854499 0.1344209  0.19182058 0.62521354],0.2302796376315405,0.27269378388378746,0.8077911952896438,0.2302796376315405
[0.11858316 0.3788881  0.35066827 0.15186048],0.21024618883638876,0.2349146987764784,0.8524208569295327,0.21024618883638876
[0.34667647 0.27857645 0.06308124 0.31166584],0.24183632368983266,0.2423999713083068,0.9564205904750775,0.24183632368983266
[0.02679691 0.18508437 0.2663664  0.52175232],0.2220209097982785,0.2616053525912885,0.8104609011174293,0.2220209097982785
[0.30574075 0.20043557 0.1241811  0.36964258],0.2389861745156835,0.24525877824981723,0.9336512892616683,0.2389861745156835
[0.26292179 0.07568471 0.33454123 0.32685227],0.226036956154635,0.24468221534264112,0.882928723904626,0.226036956154635
[0.42569775 0.15577576 0.361139   0.05738749],0.22464457456525844,0.23748897790225582,0.903808574449297,0.22464457456525844
[0.32849703 0.31595027 0.06863405 0.28691865],0.23959962661763748,0.24053263666960667,0.9545466669166119,0.23959962661763748
[0.36769433 0.23487961 0.31220414 0.08522192],0.22426122738980475,0.23453048976164464,0.9135751501118693,0.22426122738980475
[0.23857536 0.227965   0.39949302 0.13396663],0.21470549660084165,0.23469601702704967,0.8722154691583389,0.21470549660084165
[0.17011523 0.40190319 0.08034155 0.34764003],0.231903722063359,0.24341880383507708,0.9116129015805403,0.231903722063359
[0.39208294 0.26017452 0.21255906 0.13518349],0.23174239361800533,0.2354759761680707,0.9416773516621371,0.23174239361800533
[0.11820244 0.07071795 0.59766558 0.21341403],0.20217120625976331,0.2468422376029655,0.7785183286535505,0.20217120625976331
[0.12843024 0.62639139 0.07156947 0.1736089 ],0.2233218281763591,0.23994399314645687,0.8890484207543876,0.2233218281763591
[0.08150048 0.30865999 0.32108629 0.28875323],0.21435023205563053,0.24090680121579036,0.8482543084061185,0.21435023205563053
[0.11480494 0.17604233 0.33760496 0.37154776],0.21872107636125165,0.24700055165747337,0.8450227133528609,0.21872107636125165
[0.37089439 0.30523168 0.24730534 0.07656858],0.22684719993913494,0.2339975420299676,0.9267071699042195,0.22684719993913494
[0.08132832 0.02463339 0.63623696 0.25780134],0.2000020800418073,0.2525970150284331,0.7521944787052217,0.2000020800418073
[0.1025052  0.24642051 0.2424319  0.40864239],0.22334623953672714,0.2483748750233959,0.8589686839968447,0.22334623953672714
[0.45860406 0.18650835 0.19130427 0.16358331],0.2376590908891229,0.23911160839999793,0.9521038832555687,0.2376590908891229
[0.17068374 0.30889713 0.45338492 0.06703421],0.20591091506086284,0.23463874647888108,0.8349469897909466,0.20591091506086284
[0.26801945 0.06827789 0.37074018 0.29296248],0.22356865283191282,0.24336677652113903,0.8775587854875584,0.22356865283191282
[0.00210038 0.28600888 0.41456597 0.29732478],0.20601391693854343,0.24554761436224773,0.798272536459552,0.20601391693854343
[0.06411914 0.46136947 0.44225497 0.03225642],0.19872112304723513,0.23698727123723723,0.796334427844924,0.19872112304723513
[0.18692374 0.34283913 0.36258961 0.10764752],0.21218805992468115,0.23325860026271575,0.8667978788218728,0.21218805992468115
[0.14270513 0.47973939 0.03993039 0.33762508],0.23158609721229487,0.24447760036854088,0.9063656419985392,0.23158609721229487
[0.41156708 0.08291273 0.12710148 0.37841871],0.2455103722580089,0.25003815298151244,0.9418977442031508,0.2455103722580089
[0.41188371 0.12709903 0.2286073  0.23240995],0.23586204309378356,0.24052657210612535,0.9390315636067373,0.23586204309378356
[0.22139051 0.2835594  0.24762211 0.24742798],0.22424609959774794,0.23655291373026469,0.9057005310957503,0.22424609959774794
[0.44686947 0.02532112 0.29425582 0.23355358],0.23524668933261517,0.24427595108823819,0.9220993238554653,0.23524668933261517
[0.26809031 0.19729291 0.32607504 0.20854174],0.2223087871600087,0.2363289391258692,0.8983613599980351,0.2223087871600087
[0.1613143  0.32662761 0.30444195 0.20761614],0.21680237320097556,0.23545485361933494,0.8783100879938432,0.21680237320097556
[0.30170867 0.15050928 0.3517149  0.19606715],0.22278067722939346,0.23718456477432673,0.8971101362849949,0.22278067722939346
[0.07667004 0.27247932 0.30326616 0.34758448],0.21699106101354704,0.24468112558915323,0.8459625176038629,0.21699106101354704
[0.31481901 0.09615734 0.29948749 0.28953616],0.22921860572550118,0.24206798553550132,0.9056075930096543,0.22921860572550118
[0.11880886 0.39291728 0.05457316 0.4337007 ],0.233111959635891,0.2507571866775705,0.8897530020655942,0.233111959635891
[0.41206293 0.03544616 0.18426708 0.36822382],0.24276921511795518,0.25015678298886584,0.930493318377521,0.24276921511795518
[0.24173716 0.33685404 0.30338008 0.11802872],0.21832512447621344,0.23272040110843378,0.895173450561158,0.21832512447621344
[0.24620276 0.26958332 0.17584098 0.30837294],0.23099411818168036,0.23988882233252215,0.921235579185716,0.23099411818168036
[0.57889781 0.09436547 0.21837793 0.10835879],0.24166113879183587,0.24538252007506223,0.9440816677608943,0.24166113879183587
[0.47926526 0.05818769 0.20646606 0.25608099],0.24169171643855142,0.2454324841978707,0.9440140623429403,0.24169171643855142
[0.25771128 0.31805372 0.08857624 0.33565876],0.2363462518087073,0.24218787922535642,0.9345895117983652,0.2363462518087073
[0.44063088 0.27437206 0.19175184 0.09324523],0.23395622890951095,0.2365815859977676,0.9466342359866681,0.23395622890951095
[0.16746427 0.37168866 0.08240085 0.37844622],0.23280260009971326,0.24538214750143475,0.9079821102242596,0.23280260009971326
[0.34543555 0.28498507 0.22735387 0.14222552],0.22859849372487479,0.23429225732531067,0.933016294351352,0.22859849372487479
[0.19639831 0.32518875 0.20993277 0.26848017],0.22511205854427602,0.23749239394139668,0.9057639908979855,0.22511205854427602
[0.22698988 0.13145431 0.34779418 0.29376163],0.22210803362994377,0.2416028331953663,0.8779203075753161,0.22210803362994377
[0.2191726  0.23988269 0.1144366  0.42650811],0.2363341348838776,0.24881108109444777,0.9096625997857467,0.2363341348838776
[0.17876726 0.16046413 0.50120181 0.15956681],0.20782699318926046,0.23885962268437333,0.828214459045123,0.20782699318926046
[0.31114143 0.0374195  0.17809154 0.47334753],0.24090166901758941,0.25653820084760226,0.900067390566747,0.24090166901758941
[0.23864597 0.24492984 0.34683648 0.16958771],0.2182354933852899,0.2346435081934214,0.887454739270422,0.2182354933852899
[0.35630335 0.0746316  0.12320276 0.44586228],0.2448760158449244,0.2541674184520249,0.9240996240800949,0.2448760158449244
[0.27804674 0.00116782 0.19841716 0.52236828],0.23989383562061892,0.26192592864312647,0.877705528473467,0.23989383562061892
[0.17047699 0.39501191 0.29737685 0.13713425],0.21502932229481106,0.23343355974925734,0.8783198204878652,0.21502932229481106
[0.30443319 0.3346601  0.30801862 0.0528881 ],0.21945790377729443,0.232773687531232,0.8998349684570374,0.21945790377729443
[0.31866539 0.07429314 0.33491073 0.27213074],0.22731985981303893,0.24205688023728475,0.8978049275030047,0.22731985981303893
[0.15470702 0.32028803 0.06847293 0.45653202],0.23552174243246488,0.2518734089396294,0.8953773380917687,0.23552174243246488
[0.27657037 0.14671119 0.37199774 0.2047207 ],0.22075158853429575,0.23760996280363092,0.8869644439466039,0.22075158853429575
[4.91755939e-04 6.90875505e-01 2.24200864e-01 8.44318758e-02],0.20598295507720707,0.24216488086013843,0.8092955278283989,0.20598295507720707
[0.30132526 0.44235684 0.22569005 0.03062784],0.22189152560140937,0.2333698431358062,0.9079644685628989,0.22189152560140937
[0.07850783 0.1467831  0.66669031 0.10801876],0.19299986087091936,0.24583113002498272,0.7444128855947654,0.19299986087091936
[0.32909438 0.22132782 0.34764117 0.10193663],0.22109310752897657,0.2343358470953038,0.9008144086599159,0.22109310752897657
[0.18660585 0.2305483  0.25928225 0.32356361],0.22450636782567507,0.24128230675586257,0.8890265130079336,0.22450636782567507
[0.27723296 0.26009346 0.12060131 0.34207227],0.2364100137818249,0.24258560507953605,0.933320069455862,0.2364100137818249
[0.02396067 0.39624405 0.21288964 0.36690565],0.2183422701758907,0.24694784599226519,0.8436691129608651,0.2183422701758907
[0.32542593 0.49415601 0.03739536 0.1430227 ],0.23538273935029302,0.23753909704863133,0.9488237605961366,0.23538273935029302
[0.08508205 0.38543244 0.47360093 0.05588457],0.19953831953439796,0.2365811703010684,0.8011555581249147,0.19953831953439796
[0.30083523 0.13694681 0.1426504  0.41956756],0.23977324204444703,0.2497670213596336,0.9199502832425662,0.23977324204444703
[0.5606556  0.39686551 0.00912298 0.03335592],0.2465451299552791,0.24571551722858123,0.9626788434986333,0.2465451299552791
[0.03504773 0.27519845 0.18218633 0.50756749],0.22551016532208773,0.25863403480069375,0.8332629751848485,0.22551016532208773
[0.16551252 0.24220621 0.12797356 0.4643077 ],0.2339656181348908,0.2522693193374648,0.8878036327330329,0.2339656181348908
[0.35082539 0.19375517 0.38451201 0.07090743],0.21969631730019507,0.23526361689291653,0.8913248893714034,0.21969631730019507
[0.07952779 0.2753025  0.40882945 0.23634026],0.20861501004873623,0.23984758963334116,0.8280884137812773,0.20861501004873623
[0.04050073 0.14233408 0.27927932 0.53788588],0.22289779931611112,0.2636369186601969,0.8075416766288195,0.22289779931611112
[0.23720887 0.22734426 0.35755892 0.17788795],0.21800899437772703,0.23519281580802026,0.8844189975067842,0.21800899437772703
[0.10522109 0.2823734  0.31122781 0.3011777 ],0.21664071208062646,0.24108221034001104,0.8571379521914541,0.21664071208062646
[0.48060505 0.06118245 0.34592624 0.11228626],0.23059828084144535,0.24170669129291592,0.9126693169371549,0.23059828084144535
[0.15503379 0.31333557 0.1176667  0.41396393],0.23190255351603567,0.2478011010070254,0.8954865519735705,0.23190255351603567
[0.27040267 0.29938603 0.32238264 0.10782866],0.21886338796230803,0.23291316125838862,0.896743605358564,0.21886338796230803
[0.24791446 0.23308932 0.28243026 0.23656596],0.22397041983474963,0.23660789268984123,0.9043249462317554,0.22397041983474963
[0.08251212 0.60661923 0.03748662 0.27338203],0.2257087975850488,0.24448094699987288,0.8823133263843295,0.2257087975850488
[0.31004491 0.34624027 0.10464301 0.23907181],0.23521469176102258,0.2375005644836497,0.9482701325391042,0.23521469176102258
[0.30233525 0.29083091 0.28037749 0.12645635],0.22321992004721214,0.2333008326191289,0.9139269571116383,0.22321992004721214
[0.46692856 0.25831386 0.05620956 0.21854802],0.24585006070538434,0.24207294306818064,0.9742933585062268,0.24585006070538434
[0.29974773 0.12135276 0.15189578 0.42700373],0.23959736825680378,0.250594474944707,0.9162108155316027,0.23959736825680378
[0.3498508  0.31272847 0.14179518 0.19562555],0.2344248177092074,0.23620458857418936,0.9501289499239255,0.2344248177092074
[0.00907205 0.37881677 0.15156896 0.46054223],0.22349467914040672,0.25496250684527494,0.8373571541244959,0.22349467914040672
[0.21191487 0.08065392 0.30290942 0.40452179],0.2271970205692152,0.2497840859119952,0.8695390652138616,0.2271970205692152
[0.04699226 0.4743107  0.41177976 0.06691729],0.2002600383328578,0.23709189752188206,0.8024738100351911,0.2002600383328578
[0.36035617 0.22615684 0.39203898 0.02144801],0.21811483686096675,0.23524689997483347,0.8846655870204058,0.21811483686096675
[0.24481126 0.50240058 0.06672756 0.1860606 ],0.2309376999047607,0.23707489593194617,0.9319320758794396,0.2309376999047607
[0.04331525 0.36640647 0.00093014 0.58934814],0.23662488438198712,0.268195491020749,0.8449988607916388,0.23662488438198712
[0.33872154 0.36545154 0.1001088  0.19571813],0.23550811363124305,0.23657269719733715,0.9532296681012832,0.23550811363124305
[0.34114521 0.14160154 0.2761038  0.24114945],0.2299736900191428,0.2390250925679096,0.92029538679771,0.2299736900191428
[4.66886848e-01 9.35688855e-02 4.39374026e-01 1.70240744e-04],0.2217068760928962,0.24158123177839244,0.8763382591206397,0.2217068760928962
[0.31822407 0.23505117 0.20359786 0.2431269 ],0.23171245163204185,0.23738743160046766,0.9339687873837929,0.23171245163204185
[0.37747577 0.27902962 0.33964367 0.00385094],0.2206769557167105,0.23486452150137757,0.8970148167545807,0.2206769557167105
[0.30271392 0.24142175 0.29717408 0.15869025],0.2237359835024365,0.23437730635252046,0.9119312224749357,0.2237359835024365
[0.36244386 0.12956945 0.07779251 0.43019419],0.2465616580229795,0.2523464775147316,0.9374478310646098,0.2465616580229795
[0.27202419 0.10055236 0.41444169 0.21298176],0.21901039276595544,0.23956295540288158,0.8724654127532163,0.21901039276595544
[0.32992874 0.58204096 0.00266078 0.08536952],0.23496548386351343,0.23973234774148486,0.9384027061133391,0.23496548386351343
[0.3974927  0.33816287 0.09083432 0.17351011],0.2385822071010599,0.23750329101152842,0.9624380619212746,0.2385822071010599
[0.32585821 0.15559493 0.31005187 0.208495  ],0.22642792307098275,0.23743368662517783,0.9115299776844403,0.22642792307098275
[0.04183846 0.63494191 0.23526884 0.08795079],0.20811987957877084,0.23914326350399054,0.8284568700613423,0.20811987957877084
[0.10955448 0.18551713 0.34100188 0.36392651],0.21798245260512428,0.2464569799033115,0.8438894799681416,0.21798245260512428
[0.20131009 0.3814397  0.13982259 0.27742762],0.22867162948043,0.23837197717124214,0.917354598788851,0.22867162948043
[0.247483   0.3529236  0.07418875 0.32540465],0.23595687616434147,0.24172854814637554,0.9347546158574379,0.23595687616434147
[0.1654113  0.31445267 0.30712828 0.21300775],0.21713476493344638,0.23565695677676782,0.8789673250752371,0.21713476493344638
[0.44679573 0.05881649 0.22515845 0.26922933],0.23945814315972425,0.2447773964006734,0.9374155724090094,0.23945814315972425
[0.37011327 0.1474219  0.20196119 0.28050364],0.23626739391277005,0.2412994391278808,0.9377037705954042,0.23626739391277005
[0.46374864 0.00878586 0.11437861 0.41308689],0.25044620461712863,0.2562330577302187,0.9383886948353414,0.25044620461712863
[0.22533572 0.43653396 0.21404483 0.1240855 ],0.22130900190800118,0.233172381408396,0.9062351236954533,0.22130900190800118
[0.33229158 0.20494978 0.09447706 0.36828159],0.2417645748338986,0.24581641236569327,0.9428360482664184,0.2417645748338986
[0.4077276  0.41506479 0.07994421 0.0972634 ],0.2368193075296197,0.2372361403746041,0.9560908686655587,0.2368193075296197
[0.02183241 0.27032275 0.27857434 0.4292705 ],0.2177809650089666,0.25235707130812757,0.8233609778870289,0.2177809650089666
[0.30517128 0.24711428 0.16959715 0.27811729],0.23365447238719536,0.23889839265997667,0.9361907792553551,0.23365447238719536
[0.44160874 0.07189732 0.14993794 0.33655601],0.24479519854851958,0.24827368867056077,0.9457111617658122,0.24479519854851958
[0.34877659 0.24495982 0.28160512 0.12465847],0.225875613769289,0.23433447984128636,0.921228552944921,0.225875613769289
[0.17323896 0.30861912 0.09190503 0.42623689],0.2345235390547695,0.2488671949218348,0.9021821422678419,0.2345235390547695
[0.13882113 0.07795626 0.71942241 0.06380019],0.1927541468205391,0.24787029551539397,0.7372974903690674,0.1927541468205391
[0.42643253 0.48699625 0.00469206 0.08187916],0.24051480418531565,0.2404529068584923,0.9586692346413376,0.24051480418531565
[0.25653357 0.30538515 0.19475094 0.24333034],0.22840566069557633,0.23638716783386798,0.92393196592241,0.22840566069557633
[0.03260759 0.29809378 0.45827253 0.2110261 ],0.2028038616894033,0.24114943280300016,0.7995202785606742,0.2028038616894033
[0.33521381 0.18758983 0.31419221 0.16300415],0.22512500647649264,0.2357050857383757,0.9126871649908894,0.22512500647649264
[0.40210792 0.2163198  0.21447591 0.16709637],0.23344540379841228,0.23680988124350372,0.9435645279035075,0.23344540379841228
[0.12469601 0.21106172 0.25821074 0.40603153],0.22391438026257596,0.24818559880215682,0.861912944566536,0.22391438026257596
[0.34283853 0.43074516 0.16182445 0.06459185],0.22830436254518788,0.2343251692515888,0.9316300218300502,0.22830436254518788
[0.16763018 0.60813686 0.12797542 0.09625754],0.22043157980115702,0.23690362458195202,0.8882581690022326,0.22043157980115702
[0.31890862 0.34353999 0.15888587 0.17866553],0.23123200680720135,0.23495799693572847,0.9415810897797116,0.23123200680720135
[0.37645726 0.06095802 0.34349867 0.21908604],0.22844339459941598,0.24115132683370571,0.9058353419305514,0.22844339459941598
[0.46635619 0.39428487 0.04374398 0.09561497],0.2417748124936217,0.23999729864858044,0.9657392553947091,0.2417748124936217
[0.1934431  0.25248272 0.36014628 0.1939279 ],0.21588205212903608,0.23564021938037502,0.8737135480115016,0.21588205212903608
[0.42953207 0.13727472 0.23011675 0.20307646],0.23576422181095386,0.2398140162972633,0.9414137893054011,0.23576422181095386
[0.17988242 0.24584598 0.27471733 0.29955428],0.22256771639467365,0.2398314259688911,0.8863213631655017,0.22256771639467365
[0.26573364 0.05267039 0.08082375 0.60077222],0.24698971773074535,0.2692826663842566,0.8800778784348846,0.24698971773074535
[0.10743191 0.37723076 0.23359813 0.2817392 ],0.21930008922973093,0.23936913184980893,0.87438212108759,0.21930008922973093
[0.10816402 0.40648225 0.35391863 0.13143511],0.208729755877481,0.23484086122215236,0.8462315920800879,0.208729755877481
[0.06988547 0.3215423  0.45045732 0.15811492],0.20339358673965205,0.23795644227024268,0.8127268372924258,0.20339358673965205
[0.28451196 0.24536823 0.28568814 0.18443167],0.22408493392831605,0.23479865870561992,0.9117809067075046,0.22408493392831605
[0.29004486 0.229669   0.19657087 0.28371526],0.23182993857165907,0.2390496920874668,0.9279657992217487,0.23182993857165907
[0.3102296  0.10061679 0.27925918 0.30989443],0.23054666116089723,0.2429245636560568,0.9078812691546368,0.23054666116089723
[0.42223336 0.4497453  0.01385296 0.11416838],0.24107905402198715,0.23970436388886762,0.9640168842696607,0.24107905402198715
[0.09122473 0.33948611 0.1923079  0.37698126],0.2235950572797716,0.24567462974000956,0.8694225264766376,0.2235950572797716
[0.02056125 0.51708654 0.14251704 0.31983517],0.21933727558106567,0.24544358941113187,0.8528936367142753,0.21933727558106567
[0.4359299  0.16490761 0.22812446 0.17103803],0.23504059310776537,0.2386250452342674,0.9430719767358634,0.23504059310776537
[0.28728299 0.34692737 0.02727136 0.33851829],0.24078422482385645,0.24362891816026117,0.947277632584013,0.24078422482385645
[0.11828912 0.55632633 0.05562828 0.26975627],0.2269518475974227,0.2421507043095203,0.8959372974613029,0.2269518475974227
[0.33037243 0.38819262 0.01536012 0.26607483],0.24116752116474527,0.24078623020366846,0.9600529107051211,0.24116752116474527
[0.31570901 0.33772139 0.18233535 0.16423424],0.22952391491721283,0.23434421798980684,0.9367584009551341,0.22952391491721283
[0.14054609 0.16209805 0.37358815 0.32376771],0.21697922827727828,0.24402985364013055,0.8481717510780847,0.21697922827727828
[0.31580466 0.18750969 0.06457592 0.43210973],0.24440025247961944,0.25098480898345954,0.9339220705388067,0.24440025247961944
[0.34943523 0.42246503 0.14562672 0.08247303],0.23003991112745534,0.23460644424989235,0.937910771509237,0.23003991112745534
[0.20730461 0.22387345 0.28662288 0.28219906],0.22306316127295822,0.23897942919910012,0.8915543985815182,0.22306316127295822
[0.10069494 0.1974625  0.1980953  0.50374725],0.2286234909502489,0.25730961876498526,0.8496514510401164,0.2286234909502489
