Weights,Return,Risk,SharpeRatio,VaR_95
[0.35785008 0.27342596 0.16720769 0.20151627],0.23405771439526962,0.23646522317929108,0.947529245031461,0.23405771439526962
[0.26730492 0.33794849 0.32195869 0.07278789],0.21739554790292273,0.23251963509825038,0.891948535078719,0.21739554790292273
[0.38462338 0.06819948 0.01445121 0.53272593],0.2543427469592372,0.2642162200748903,0.924783296384983,0.2543427469592372
[0.31220311 0.10273688 0.35240873 0.23265129],0.22473628772507379,0.2396748567360774,0.8959483303729885,0.22473628772507379
[0.26005383 0.26647105 0.2291967  0.24427842],0.22720954787197029,0.23656389417997553,0.9181855440150953,0.22720954787197029
[0.39437896 0.20717892 0.24131922 0.1571229 ],0.23149021164721947,0.23639742622795654,0.9369400301069177,0.23149021164721947
[0.32943769 0.0790084  0.09324893 0.49830497],0.24647142807288291,0.2585675826826226,0.9145439873765556,0.24647142807288291
[0.27800114 0.09665919 0.26134543 0.36399424],0.231379397367187,0.2461137311776733,0.8995003907659658,0.231379397367187
[0.26589352 0.24068275 0.19676935 0.29665439],0.23085939131902133,0.2394521841008927,0.9223527951867111,0.23085939131902133
[0.10831507 0.38393059 0.25407279 0.25368155],0.21745459256754754,0.238023266167163,0.8715727496229416,0.21745459256754754
[0.16903577 0.2108649  0.13004106 0.49005827],0.23504527665805597,0.2549103018918442,0.8828410424681084,0.23504527665805597
[0.35162132 0.09217636 0.25891926 0.29728306],0.2334020086835195,0.24293237186200617,0.9196057609416477,0.2334020086835195
[0.1779291  0.07459923 0.61052194 0.13694972],0.2023624318408905,0.2438030704791607,0.7890074208779617,0.2023624318408905
[0.15900497 0.3709959  0.36990781 0.10009133],0.20993383577262542,0.23356774754643234,0.8559993315553097,0.20993383577262542
[0.18046179 0.31907068 0.35845253 0.142015  ],0.2132508173879121,0.23389567407183337,0.8689806606918702,0.2132508173879121
[0.15174033 0.41532386 0.39644402 0.03649178],0.20602885799682788,0.23396634812432107,0.8378506548842032,0.20602885799682788
[0.36131495 0.2372291  0.07129149 0.33016446],0.24305362575676276,0.2439207121748385,0.9554482834967849,0.24305362575676276
[0.16954408 0.11692262 0.32767583 0.38585746],0.22293712700124618,0.2481513704913091,0.8580936973253742,0.22293712700124618
[0.43121066 0.33719147 0.00223581 0.22936206],0.24637691347333335,0.24212995601377468,0.9762398563351903,0.24637691347333335
[0.18257334 0.30166065 0.27308952 0.24267648],0.2206855013285502,0.23653620154369942,0.8907114427033133,0.2206855013285502
[0.23127107 0.42863162 0.09827694 0.24182037],0.23087820573649578,0.23749886468560938,0.9300179435757923,0.23087820573649578
[0.514902   0.0142344  0.27384559 0.19701801],0.23880819010561907,0.24589390713876116,0.9305158991861462,0.23880819010561907
[0.22389277 0.38425869 0.05744937 0.33439917],0.23558228550599392,0.24259928265927502,0.9298555339210088,0.23558228550599392
[0.2665075  0.31735606 0.31379068 0.10234575],0.21878681278394962,0.23270765763660678,0.8972064559645405,0.21878681278394962
[0.04136122 0.14477717 0.53887819 0.27498342],0.202327160691649,0.24807077277574066,0.7752914966146187,0.202327160691649
[0.32982513 0.33064621 0.0521105  0.28741816],0.24038900098802188,0.2408657048065613,0.9565039621271395,0.24038900098802188
[0.51863295 0.08112017 0.2016131  0.19863378],0.24211393082032628,0.24445903314536288,0.9495003225440403,0.24211393082032628
[0.21428254 0.24499127 0.25000807 0.29071812],0.22532845372364707,0.23902223681933113,0.9008720552071755,0.22532845372364707
[0.18038686 0.08802568 0.0772067  0.65438075],0.2440333079894979,0.27496614226735866,0.8511350017848364,0.2440333079894979
[0.08805208 0.2594278  0.42354308 0.22897704],0.20823508279580327,0.23972793988741356,0.8269168912430603,0.20823508279580327
[0.2948754  0.24967673 0.18069068 0.27475719],0.2324505531663303,0.2385251137153087,0.9326085195030482,0.2324505531663303
[0.3750427  0.10103823 0.17218175 0.35173732],0.2404519728406425,0.24658340140145452,0.9345802334255705,0.2404519728406425
[0.31312447 0.2324328  0.34793457 0.10650815],0.22029666981190504,0.2340345541043114,0.8985710277559007,0.22029666981190504
[0.40472664 0.34503204 0.19165657 0.05858474],0.23052931702446766,0.23516818183445107,0.9377515074709869,0.23052931702446766
[0.3862316  0.33682974 0.1470371  0.12990156],0.23393896483688997,0.23552354927280367,0.9508134771589425,0.23393896483688997
[0.19570276 0.11614947 0.14470956 0.54343821],0.23800537131396268,0.2613879786244156,0.8722871362098106,0.23800537131396268
[0.15140797 0.19490646 0.35793033 0.29575524],0.21724355295210002,0.24140376048876702,0.8584934738899539,0.21724355295210002
[0.00825587 0.36601968 0.33672472 0.28899973],0.20933023426882336,0.2433285409101936,0.8191814799990564,0.20933023426882336
[0.43693641 0.28878717 0.02999216 0.24428427],0.24611113887025188,0.24228498463370587,0.974518248529566,0.24611113887025188
[0.15749123 0.21454962 0.34332852 0.28463064],0.21780507628962464,0.2402308055699104,0.8650226010633368,0.21780507628962464
[0.19731389 0.20337056 0.56826066 0.0310549 ],0.20135850086778018,0.23840821015258973,0.8026506333204881,0.20135850086778018
[0.004199   0.09736648 0.40008021 0.49835431],0.21420684379940963,0.2636628964805771,0.7744997363117895,0.21420684379940963
[0.01003223 0.17601672 0.35250685 0.4614442 ],0.21517624693177967,0.25759362251811346,0.7965113612909888,0.21517624693177967
[0.27529933 0.18722803 0.27853705 0.25893559],0.2265992304341578,0.23829247233170806,0.9089637969454913,0.2265992304341578
[0.59449329 0.295074   0.0007442  0.1096885 ],0.2517499423814381,0.24750218777812807,0.9767588098984945,0.2517499423814381
[0.21293624 0.23633733 0.2368435  0.31388293],0.2266587591269244,0.24040770584669324,0.9012138706780329,0.2266587591269244
[0.24373213 0.33920283 0.08512073 0.33194431],0.23551806819871127,0.24193736526903462,0.9321340998647932,0.23551806819871127
[0.22185919 0.32981244 0.28391371 0.16441466],0.2196741895249794,0.23356639989376846,0.8977069887635559,0.2196741895249794
[0.17863006 0.34395221 0.36980176 0.10761597],0.21138970341193875,0.2334189897057132,0.862782002723275,0.21138970341193875
[0.02147195 0.40271687 0.32868667 0.24712451],0.20890175555053048,0.2407434664411343,0.826197937958018,0.20890175555053048
[0.3364917  0.37119942 0.26503425 0.02727463],0.2222208965763808,0.23337328211550207,0.9093624370905816,0.2222208965763808
[0.33543363 0.2050383  0.45142626 0.00810181],0.2136455759365057,0.23611017802666587,0.8625023183604831,0.2136455759365057
[0.05028759 0.41501422 0.24308304 0.29161515],0.21585664239306038,0.2415308908735895,0.8522994373452627,0.21585664239306038
[0.39483876 0.01451713 0.43880624 0.15183787],0.22305667724081538,0.24228378128737701,0.8793683015377126,0.22305667724081538
[0.44588345 0.16625157 0.12968567 0.25817931],0.24298906580537238,0.24265365929363594,0.9601712435889194,0.24298906580537238
[0.29347914 0.29579381 0.09912672 0.31160033],0.23714807349238765,0.2409569903715836,0.9426913622306577,0.23714807349238765
[0.31407519 0.26150454 0.09834285 0.32607742],0.23894834490980535,0.24224793524595253,0.9450992623625699,0.23894834490980535
[0.150107   0.32757935 0.2333516  0.28896205],0.22212734081835606,0.23899185009853763,0.8875923623792812,0.22212734081835606
[0.26436228 0.31733199 0.34498982 0.07331592],0.2162755375261189,0.23271712975790032,0.8863788314195474,0.2162755375261189
[0.07085588 0.3402392  0.0339843  0.55492062],0.23560868202824992,0.26327832699847364,0.8569208282364916,0.23560868202824992
[0.36382193 0.31797263 0.12640754 0.1917979 ],0.23576117837541,0.23657528007597659,0.9542889616485136,0.23576117837541
[0.41356183 0.26261234 0.11341426 0.21041156],0.23996661924442364,0.23890119113698743,0.9626013924416112,0.23996661924442364
[0.43225873 0.12125959 0.43252332 0.01395836],0.22043710234305178,0.23950406999438995,0.8786368530103934,0.22043710234305178
[0.36371466 0.15812924 0.31784537 0.16031074],0.22657442248182508,0.23668050972986457,0.9150496706679075,0.22657442248182508
[0.42961057 0.23419253 0.31884588 0.01735102],0.22516226200367062,0.23645262476180623,0.9099592877026307,0.22516226200367062
[0.31230084 0.00751817 0.32010309 0.36007789],0.23082364527145455,0.24895237118008873,0.8870116168193222,0.23082364527145455
[0.01401317 0.2828277  0.38915889 0.31400024],0.20840764019891908,0.2456166364250412,0.8077939796210439,0.20840764019891908
[0.27386472 0.20722598 0.30413136 0.21477794],0.2238034800149884,0.23627961955624685,0.9048748276153883,0.2238034800149884
[0.54723612 0.25112547 0.06083122 0.14080718],0.24756776318086868,0.24388263274433764,0.9741069321238267,0.24756776318086868
[0.20625784 0.01703229 0.30664305 0.47006682],0.22913564069405695,0.2571402442544481,0.8522028176858056,0.22913564069405695
[0.51988438 0.30460165 0.06327623 0.11223774],0.2447714283604977,0.24187460372700872,0.9706328185883955,0.2447714283604977
[0.5043097  0.17086936 0.05164784 0.2731731 ],0.2503010783545421,0.24679733483076466,0.9736777689245418,0.2503010783545421
[0.32804537 0.00214651 0.26453696 0.40527115],0.23576684242964668,0.2521754994203573,0.8952766741756725,0.23576684242964668
[0.20138728 0.07783099 0.42845293 0.2923288 ],0.21715011639936432,0.2442576381843044,0.8480804037049575,0.21715011639936432
[0.11377074 0.14557524 0.4752026  0.26545142],0.20896299932712326,0.24367611175461817,0.8165059672631307,0.20896299932712326
[0.2743503  0.23960422 0.17757756 0.30846791],0.2326061332699838,0.24025679473429468,0.9265341840432395,0.2326061332699838
[0.35524072 0.45516708 0.04870185 0.14089035],0.2366111655338801,0.23732557751878158,0.9548535303403883,0.2366111655338801
[0.09913872 0.28172609 0.3313893  0.28774589],0.21493514040531983,0.2406789058392291,0.8514877516611874,0.21493514040531983
[0.36088635 0.07406363 0.25159455 0.31345547],0.23486217077165358,0.24443554100690498,0.9199242051519075,0.23486217077165358
[0.20516863 0.41049876 0.28535965 0.09897296],0.21618788541559644,0.2326651738762522,0.8862000357873144,0.21618788541559644
[0.23771602 0.342588   0.23925416 0.18044182],0.22308513235641922,0.23390912190148896,0.9109740168498439,0.22308513235641922
[0.31823307 0.32037799 0.11172063 0.24966832],0.2358008440640649,0.2379664419395007,0.9488768341608069,0.2358008440640649
[0.32237806 0.39675028 0.18660354 0.09426812],0.22714677042016432,0.23352884457184916,0.9298498899280743,0.22714677042016432
[0.47592382 0.08943911 0.31958367 0.1150534 ],0.2315238277335731,0.2406701318971626,0.9204458649992736,0.2315238277335731
[0.38303633 0.33875294 0.02001326 0.25819747],0.2438258674770083,0.2413520831340632,0.9688164462501269,0.2438258674770083
[0.02966762 0.37033926 0.01434352 0.5856496 ],0.235111127899472,0.2679811688516565,0.8400259199708333,0.235111127899472
[0.37614047 0.0326962  0.27042253 0.3207408 ],0.23525570155689446,0.2463402494528664,0.9144088392262257,0.23525570155689446
[0.22797333 0.3252699  0.3270279  0.11972887],0.21657649257775644,0.23291426213599495,0.8869207522257254,0.21657649257775644
[0.24593656 0.43409206 0.15870607 0.16126531],0.2262353108693385,0.23427201537894632,0.9230095644141167,0.2262353108693385
[0.37337417 0.13293517 0.11610767 0.37758299],0.24365829906565112,0.24809922624663738,0.941793743578102,0.24365829906565112
[0.02050818 0.27847455 0.38557106 0.31544622],0.20899938669836196,0.24543524609729064,0.8108019930416942,0.20899938669836196
[0.52047854 0.08314016 0.20917919 0.18720212],0.2414832271267049,0.24412947219599754,0.9481986138112005,0.2414832271267049
[0.3724446  0.30961007 0.14787371 0.17007163],0.2345714380841596,0.23595906913492837,0.9517389558599377,0.2345714380841596
[0.41810167 0.09358177 0.37757584 0.11074072],0.22548324418072205,0.23905043826261038,0.901413298995928,0.22548324418072205
[0.08617552 0.14986056 0.09745243 0.66651149],0.23800930764119516,0.2766122285906363,0.8242922187602576,0.23800930764119516
[0.41367022 0.13943867 0.08383201 0.3630591 ],0.24687673237684332,0.24842578371475005,0.953511060063042,0.24687673237684332
[0.05615061 0.0590836  0.41732319 0.46744259],0.21544082527635866,0.2603054298666094,0.7892298880650876,0.21544082527635866
